"SUBJECTUID","TITLE","FIRST_NAME","MIDDLE_NAME","LAST_NAME","PREFERRED_NAME","DATE_OF_BIRTH","GENDER","STATUS","DATE_OF_DEATH","CAUSE_OF_DEATH","MARITAL_STATUS","PREFERRED_CONTACT","EMAIL","VITAL_STATUS"
"NTSA00079","Mr","Trav 80","Mid 80","Last 80","Mr 80",20/03/1980,"Male","Subject","6/02/2053",,"Unknown",,"john@james.com","Unknown"
"NTSA00080","Mr","Trav 81","Mid 81","Last 81","Mr 81",21/03/1980,"Male","Subject","6/02/2054",,"Unknown",,"john@james.com","Unknown"
"NTSA00081","Mr","Trav 82","Mid 82","Last 82","Mr 82",22/03/1980,"Male","Subject","6/02/2055",,"Unknown",,"john@james.com","Unknown"
"NTSA00082","Mr","Trav 83","Mid 83","Last 83","Mr 83",23/03/1980,"Male","Subject","6/02/2056",,"Unknown",,"john@james.com","Unknown"
"NTSA00083","Mr","Trav 84","Mid 84","Last 84","Mr 84",24/03/1980,"Male","Subject","6/02/2057",,"Unknown",,"john@james.com","Unknown"
"NTSA00084","Mr","Trav 85","Mid 85","Last 85","Mr 85",25/03/1980,"Male","Subject","6/02/2058",,"Unknown",,"john@james.com","Unknown"
"NTSA00085","Mr","Trav 86","Mid 86","Last 86","Mr 86",26/03/1980,"Male","Subject","6/02/2059",,"Unknown",,"john@james.com","Unknown"
"NTSA00086","Mr","Trav 87","Mid 87","Last 87","Mr 87",27/03/1980,"Male","Subject","6/02/2060",,"Unknown",,"john@james.com","Unknown"
"NTSA00087","Mr","Trav 88","Mid 88","Last 88","Mr 88",28/03/1980,"Male","Subject","6/02/2061",,"Unknown",,"john@james.com","Unknown"
"NTSA00088","Mr","Trav 89","Mid 89","Last 89","Mr 89",29/03/1980,"Male","Subject","6/02/2062",,"Unknown",,"john@james.com","Unknown"
"NTSA00089","Mr","Trav 90","Mid 90","Last 90","Mr 90",30/03/1980,"Male","Subject","6/02/2063",,"Unknown",,"john@james.com","Unknown"
"NTSA00090","Mr","Trav 91","Mid 91","Last 91","Mr 91",31/03/1980,"Male","Subject","6/02/2064",,"Unknown",,"john@james.com","Unknown"
"NTSA00091","Mr","Trav 92","Mid 92","Last 92","Mr 92",01/04/1980,"Male","Subject","6/02/2065",,"Unknown",,"john@james.com","Unknown"
"NTSA00092","Mr","Trav 93","Mid 93","Last 93","Mr 93",02/04/1980,"Male","Subject","6/02/2066",,"Unknown",,"john@james.com","Unknown"
"NTSA00093","Mr","Trav 94","Mid 94","Last 94","Mr 94",03/04/1980,"Male","Subject","6/02/2067",,"Unknown",,"john@james.com","Unknown"
"NTSA00094","Mr","Trav 95","Mid 95","Last 95","Mr 95",04/04/1980,"Male","Subject","6/02/2068",,"Unknown",,"john@james.com","Unknown"
"NTSA00095","Mr","Trav 96","Mid 96","Last 96","Mr 96",05/04/1980,"Male","Subject","6/02/2069",,"Unknown",,"john@james.com","Unknown"
"NTSA00096","Mr","Trav 97","Mid 97","Last 97","Mr 97",06/04/1980,"Male","Subject","6/02/2070",,"Unknown",,"john@james.com","Unknown"
"NTSA00097","Mr","Trav 98","Mid 98","Last 98","Mr 98",07/04/1980,"Male","Subject","6/02/2071",,"Unknown",,"john@james.com","Unknown"
"NTSA00098","Mr","Trav 99","Mid 99","Last 99","Mr 99",08/04/1980,"Male","Subject","6/02/2072",,"Unknown",,"john@james.com","Unknown"
"NTSA00099","Mr","Trav 100","Mid 100","Last 100","Mr 100",09/04/1980,"Male","Subject","6/02/2073",,"Unknown",,"john@james.com","Unknown"
"NTSA00100","Mr","Trav 101","Mid 101","Last 101","Mr 101",10/04/1980,"Male","Subject","6/02/2074",,"Unknown",,"john@james.com","Unknown"
"NTSA00101","Mr","Trav 102","Mid 102","Last 102","Mr 102",11/04/1980,"Male","Subject","6/02/2075",,"Unknown",,"john@james.com","Unknown"
"NTSA00102","Mr","Trav 103","Mid 103","Last 103","Mr 103",12/04/1980,"Male","Subject","6/02/2076",,"Unknown",,"john@james.com","Unknown"
"NTSA00103","Mr","Trav 104","Mid 104","Last 104","Mr 104",13/04/1980,"Male","Subject","6/02/2077",,"Unknown",,"john@james.com","Unknown"
"NTSA00104","Mr","Trav 105","Mid 105","Last 105","Mr 105",14/04/1980,"Male","Subject","6/02/2078",,"Unknown",,"john@james.com","Unknown"
"NTSA00105","Mr","Trav 106","Mid 106","Last 106","Mr 106",15/04/1980,"Male","Subject","6/02/2079",,"Unknown",,"john@james.com","Unknown"
"NTSA00106","Mr","Trav 107","Mid 107","Last 107","Mr 107",16/04/1980,"Male","Subject","6/02/2080",,"Unknown",,"john@james.com","Unknown"
"NTSA00107","Mr","Trav 108","Mid 108","Last 108","Mr 108",17/04/1980,"Male","Subject","6/02/2081",,"Unknown",,"john@james.com","Unknown"
"NTSA00108","Mr","Trav 109","Mid 109","Last 109","Mr 109",18/04/1980,"Male","Subject","6/02/2082",,"Unknown",,"john@james.com","Unknown"
"NTSA00109","Mr","Trav 110","Mid 110","Last 110","Mr 110",19/04/1980,"Male","Subject","6/02/2083",,"Unknown",,"john@james.com","Unknown"
"NTSA00110","Mr","Trav 111","Mid 111","Last 111","Mr 111",20/04/1980,"Male","Subject","6/02/2084",,"Unknown",,"john@james.com","Unknown"
"NTSA00111","Mr","Trav 112","Mid 112","Last 112","Mr 112",21/04/1980,"Male","Subject","6/02/2085",,"Unknown",,"john@james.com","Unknown"
"NTSA00112","Mr","Trav 113","Mid 113","Last 113","Mr 113",22/04/1980,"Male","Subject","6/02/2086",,"Unknown",,"john@james.com","Unknown"
"NTSA00113","Mr","Trav 114","Mid 114","Last 114","Mr 114",23/04/1980,"Male","Subject","6/02/2087",,"Unknown",,"john@james.com","Unknown"
"NTSA00114","Mr","Trav 115","Mid 115","Last 115","Mr 115",24/04/1980,"Male","Subject","6/02/2088",,"Unknown",,"john@james.com","Unknown"
"NTSA00115","Mr","Trav 116","Mid 116","Last 116","Mr 116",25/04/1980,"Male","Subject","6/02/2089",,"Unknown",,"john@james.com","Unknown"
"NTSA00116","Mr","Trav 117","Mid 117","Last 117","Mr 117",26/04/1980,"Male","Subject","6/02/2090",,"Unknown",,"john@james.com","Unknown"
"NTSA00117","Mr","Trav 118","Mid 118","Last 118","Mr 118",27/04/1980,"Male","Subject","6/02/2091",,"Unknown",,"john@james.com","Unknown"
"NTSA00118","Mr","Trav 119","Mid 119","Last 119","Mr 119",28/04/1980,"Male","Subject","6/02/2092",,"Unknown",,"john@james.com","Unknown"
"NTSA00119","Mr","Trav 120","Mid 120","Last 120","Mr 120",29/04/1980,"Male","Subject","6/02/2093",,"Unknown",,"john@james.com","Unknown"
"NTSA00120","Mr","Trav 121","Mid 121","Last 121","Mr 121",30/04/1980,"Male","Subject","6/02/2094",,"Unknown",,"john@james.com","Unknown"
"NTSA00121","Mr","Trav 122","Mid 122","Last 122","Mr 122",01/05/1980,"Male","Subject","6/02/2095",,"Unknown",,"john@james.com","Unknown"
"NTSA00122","Mr","Trav 123","Mid 123","Last 123","Mr 123",02/05/1980,"Male","Subject","6/02/2096",,"Unknown",,"john@james.com","Unknown"
"NTSA00123","Mr","Trav 124","Mid 124","Last 124","Mr 124",03/05/1980,"Male","Subject","6/02/2097",,"Unknown",,"john@james.com","Unknown"
"NTSA00124","Mr","Trav 125","Mid 125","Last 125","Mr 125",04/05/1980,"Male","Subject","6/02/2098",,"Unknown",,"john@james.com","Unknown"
"NTSA00125","Mr","Trav 126","Mid 126","Last 126","Mr 126",05/05/1980,"Male","Subject","6/02/2099",,"Unknown",,"john@james.com","Unknown"
"NTSA00126","Mr","Trav 127","Mid 127","Last 127","Mr 127",06/05/1980,"Male","Subject","6/02/2100",,"Unknown",,"john@james.com","Unknown"
"NTSA00127","Mr","Trav 128","Mid 128","Last 128","Mr 128",07/05/1980,"Male","Subject","6/02/2101",,"Unknown",,"john@james.com","Unknown"
"NTSA00128","Mr","Trav 129","Mid 129","Last 129","Mr 129",08/05/1980,"Male","Subject","6/02/2102",,"Unknown",,"john@james.com","Unknown"
"NTSA00129","Mr","Trav 130","Mid 130","Last 130","Mr 130",09/05/1980,"Male","Subject","6/02/2103",,"Unknown",,"john@james.com","Unknown"
"NTSA00130","Mr","Trav 131","Mid 131","Last 131","Mr 131",10/05/1980,"Male","Subject","6/02/2104",,"Unknown",,"john@james.com","Unknown"
"NTSA00131","Mr","Trav 132","Mid 132","Last 132","Mr 132",11/05/1980,"Male","Subject","6/02/2105",,"Unknown",,"john@james.com","Unknown"
"NTSA00132","Mr","Trav 133","Mid 133","Last 133","Mr 133",12/05/1980,"Male","Subject","6/02/2106",,"Unknown",,"john@james.com","Unknown"
"NTSA00133","Mr","Trav 134","Mid 134","Last 134","Mr 134",13/05/1980,"Male","Subject","6/02/2107",,"Unknown",,"john@james.com","Unknown"
"NTSA00134","Mr","Trav 135","Mid 135","Last 135","Mr 135",14/05/1980,"Male","Subject","6/02/2108",,"Unknown",,"john@james.com","Unknown"
"NTSA00135","Mr","Trav 136","Mid 136","Last 136","Mr 136",15/05/1980,"Male","Subject","6/02/2109",,"Unknown",,"john@james.com","Unknown"
"NTSA00136","Mr","Trav 137","Mid 137","Last 137","Mr 137",16/05/1980,"Male","Subject","6/02/2110",,"Unknown",,"john@james.com","Unknown"
"NTSA00137","Mr","Trav 138","Mid 138","Last 138","Mr 138",17/05/1980,"Male","Subject","6/02/2111",,"Unknown",,"john@james.com","Unknown"
"NTSA00138","Mr","Trav 139","Mid 139","Last 139","Mr 139",18/05/1980,"Male","Subject","6/02/2112",,"Unknown",,"john@james.com","Unknown"
"NTSA00139","Mr","Trav 140","Mid 140","Last 140","Mr 140",19/05/1980,"Male","Subject","6/02/2113",,"Unknown",,"john@james.com","Unknown"
"NTSA00140","Mr","Trav 141","Mid 141","Last 141","Mr 141",20/05/1980,"Male","Subject","6/02/2114",,"Unknown",,"john@james.com","Unknown"
"NTSA00141","Mr","Trav 142","Mid 142","Last 142","Mr 142",21/05/1980,"Male","Subject","6/02/2115",,"Unknown",,"john@james.com","Unknown"
"NTSA00142","Mr","Trav 143","Mid 143","Last 143","Mr 143",22/05/1980,"Male","Subject","6/02/2116",,"Unknown",,"john@james.com","Unknown"
"NTSA00143","Mr","Trav 144","Mid 144","Last 144","Mr 144",23/05/1980,"Male","Subject","6/02/2117",,"Unknown",,"john@james.com","Unknown"
"NTSA00144","Mr","Trav 145","Mid 145","Last 145","Mr 145",24/05/1980,"Male","Subject","6/02/2118",,"Unknown",,"john@james.com","Unknown"
"NTSA00145","Mr","Trav 146","Mid 146","Last 146","Mr 146",25/05/1980,"Male","Subject","6/02/2119",,"Unknown",,"john@james.com","Unknown"
"NTSA00146","Mr","Trav 147","Mid 147","Last 147","Mr 147",26/05/1980,"Male","Subject","6/02/2120",,"Unknown",,"john@james.com","Unknown"
"NTSA00147","Mr","Trav 148","Mid 148","Last 148","Mr 148",27/05/1980,"Male","Subject","6/02/2121",,"Unknown",,"john@james.com","Unknown"
"NTSA00148","Mr","Trav 149","Mid 149","Last 149","Mr 149",28/05/1980,"Male","Subject","6/02/2122",,"Unknown",,"john@james.com","Unknown"
"NTSA00149","Mr","Trav 150","Mid 150","Last 150","Mr 150",29/05/1980,"Male","Subject","6/02/2123",,"Unknown",,"john@james.com","Unknown"
