"SUBJECTUID","TITLE","FIRST_NAME","MIDDLE_NAME","LAST_NAME","PREFERRED_NAME","DATE_OF_BIRTH","GENDER","STATUS","DATE_OF_DEATH","CAUSE_OF_DEATH","MARITAL_STATUS","PREFERRED_CONTACT","EMAIL","VITAL_STATUS"
"ABC-0000066","Mr","Paddy 67","Mid 67","Thai 67","Mr 67","07/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000067","Mr","Paddy 68","Mid 68","Thai 68","Mr 68","08/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000068","Mr","Paddy 69","Mid 69","Thai 69","Mr 69","09/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000069","Mr","Paddy 70","Mid 70","Thai 70","Mr 70","10/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000070","Mr","Paddy 71","Mid 71","Thai 71","Mr 71","11/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000071","Mr","Paddy 72","Mid 72","Thai 72","Mr 72","12/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000072","Mr","Paddy 73","Mid 73","Thai 73","Mr 73","13/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000073","Mr","Paddy 74","Mid 74","Thai 74","Mr 74","14/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000074","Mr","Paddy 75","Mid 75","Thai 75","Mr 75","15/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000075","Mr","Paddy 76","Mid 76","Thai 76","Mr 76","16/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000076","Mr","Paddy 77","Mid 77","Thai 77","Mr 77","17/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000077","Mr","Paddy 78","Mid 78","Thai 78","Mr 78","18/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000078","Mr","Paddy 79","Mid 79","Thai 79","Mr 79","19/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000079","Mr","Paddy 80","Mid 80","Thai 80","Mr 80","20/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000080","Mr","Paddy 81","Mid 81","Thai 81","Mr 81","21/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000081","Mr","Paddy 82","Mid 82","Thai 82","Mr 82","22/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000082","Mr","Paddy 83","Mid 83","Thai 83","Mr 83","23/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000083","Mr","Paddy 84","Mid 84","Thai 84","Mr 84","24/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000084","Mr","Paddy 85","Mid 85","Thai 85","Mr 85","25/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000085","Mr","Paddy 86","Mid 86","Thai 86","Mr 86","26/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000086","Mr","Paddy 87","Mid 87","Thai 87","Mr 87","27/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000087","Mr","Paddy 88","Mid 88","Thai 88","Mr 88","28/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000088","Mr","Paddy 89","Mid 89","Thai 89","Mr 89","29/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000089","Mr","Paddy 90","Mid 90","Thai 90","Mr 90","30/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000090","Mr","Paddy 91","Mid 91","Thai 91","Mr 91","31/03/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000091","Mr","Paddy 92","Mid 92","Thai 92","Mr 92","01/04/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000092","Mr","Paddy 93","Mid 93","Thai 93","Mr 93","02/04/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000093","Mr","Paddy 94","Mid 94","Thai 94","Mr 94","03/04/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000094","Mr","Paddy 95","Mid 95","Thai 95","Mr 95","04/04/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000095","Mr","Paddy 96","Mid 96","Thai 96","Mr 96","05/04/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"
"ABC-0000096","Mr","Paddy 97","Mid 97","Thai 97","Mr 97","06/04/1980","Male","Subject","6/02/2009",,"Unknown",,"john@james.com","Unknown"

