"SUBJECTUID","TITLE","FIRST_NAME","MIDDLE_NAME","LAST_NAME","PREFERRED_NAME","DATE_OF_BIRTH","GENDER","STATUS","DATE_OF_DEATH","CAUSE_OF_DEATH","MARITAL_STATUS","PREFERRED_CONTACT","EMAIL","VITAL_STATUS"
"NTSA00079","Mr","Trav 80","Mid 80","Last 80","Mr 80",20/03/1980,"Male","Subject","6/02/2053",,"Unknown",,"john@james.com","Unknown"
"NTSA00080","Mr","Trav 81","Mid 81","Last 81","Mr 81",21/03/1980,"Male","Subject","6/02/2054",,"Unknown",,"john@james.com","Unknown"
"NTSA00081","Mr","Trav 82","Mid 82","Last 82","Mr 82",22/03/1980,"Male","Subject","6/02/2055",,"Unknown",,"john@james.com","Unknown"
"NTSA00082","Mr","Trav 83","Mid 83","Last 83","Mr 83",23/03/1980,"Male","Subject","6/02/2056",,"Unknown",,"john@james.com","Unknown"
"NTSA00083","Mr","Trav 84","Mid 84","Last 84","Mr 84",24/03/1980,"Male","Subject","6/02/2057",,"Unknown",,"john@james.com","Unknown"
"NTSA00084","Mr","Trav 85","Mid 85","Last 85","Mr 85",25/03/1980,"Male","Subject","6/02/2058",,"Unknown",,"john@james.com","Unknown"
"NTSA00085","Mr","Trav 86","Mid 86","Last 86","Mr 86",26/03/1980,"Male","Subject","6/02/2059",,"Unknown",,"john@james.com","Unknown"
"NTSA00086","Mr","Trav 87","Mid 87","Last 87","Mr 87",27/03/1980,"Male","Subject","6/02/2060",,"Unknown",,"john@james.com","Unknown"
"NTSA00087","Mr","Trav 88","Mid 88","Last 88","Mr 88",28/03/1980,"Male","Subject","6/02/2061",,"Unknown",,"john@james.com","Unknown"
"NTSA00088","Mr","Trav 89","Mid 89","Last 89","Mr 89",29/03/1980,"Male","Subject","6/02/2062",,"Unknown",,"john@james.com","Unknown"
"NTSA00089","Mr","Trav 90","Mid 90","Last 90","Mr 90",30/03/1980,"Male","Subject","6/02/2063",,"Unknown",,"john@james.com","Unknown"
"NTSA00090","Mr","Trav 91","Mid 91","Last 91","Mr 91",31/03/1980,"Male","Subject","6/02/2064",,"Unknown",,"john@james.com","Unknown"
"NTSA00091","Mr","Trav 92","Mid 92","Last 92","Mr 92",01/04/1980,"Male","Subject","6/02/2065",,"Unknown",,"john@james.com","Unknown"
"NTSA00092","Mr","Trav 93","Mid 93","Last 93","Mr 93",02/04/1980,"Male","Subject","6/02/2066",,"Unknown",,"john@james.com","Unknown"
"NTSA00093","Mr","Trav 94","Mid 94","Last 94","Mr 94",03/04/1980,"Male","Subject","6/02/2067",,"Unknown",,"john@james.com","Unknown"
"NTSA00094","Mr","Trav 95","Mid 95","Last 95","Mr 95",04/04/1980,"Male","Subject","6/02/2068",,"Unknown",,"john@james.com","Unknown"
"NTSA00095","Mr","Trav 96","Mid 96","Last 96","Mr 96",05/04/1980,"Male","Subject","6/02/2069",,"Unknown",,"john@james.com","Unknown"
"NTSA00096","Mr","Trav 97","Mid 97","Last 97","Mr 97",06/04/1980,"Male","Subject","6/02/2070",,"Unknown",,"john@james.com","Unknown"
"NTSA00097","Mr","Trav 98","Mid 98","Last 98","Mr 98",07/04/1980,"Male","Subject","6/02/2071",,"Unknown",,"john@james.com","Unknown"
"NTSA00098","Mr","Trav 99","Mid 99","Last 99","Mr 99",08/04/1980,"Male","Subject","6/02/2072",,"Unknown",,"john@james.com","Unknown"

